	id	name	readonly	readwrite	requirement
1961	MG_368_DIMER	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1962	MG_368_DIMER	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1963	MG_037_MONOMER	nicotinate phosphoribosyltransferase	x	-	-
1964	MG_351_HEXAMER	inorganic pyrophosphatase	x	-	-
1965	MG_058_HEXAMER	ribose-phosphate pyrophosphokinase	x	-	-
1966	MG_299_DIMER	phosphate acetyltransferase	x	-	-
1967	MG_216_TETRAMER	pyruvate kinase	x	-	-
1968	MG_216_TETRAMER	pyruvate kinase	x	-	-
1969	MG_216_TETRAMER	pyruvate kinase	x	-	-
1970	MG_216_TETRAMER	pyruvate kinase	x	-	-
1971	MG_216_TETRAMER	pyruvate kinase	x	-	-
1972	MG_216_TETRAMER	pyruvate kinase	x	-	-
1973	MG_216_TETRAMER	pyruvate kinase	x	-	-
1974	MG_216_TETRAMER	pyruvate kinase	x	-	-
1975	MG_216_TETRAMER	pyruvate kinase	x	-	-
1976	MG_216_TETRAMER	pyruvate kinase	x	-	-
1977	MG_216_TETRAMER	pyruvate kinase	x	-	-
1978	MG_278_DIMER	GTP pyrophosphokinase	x	-	-
1979	MG_278_DIMER	GTP pyrophosphokinase	x	-	-
1980	MG_145_MONOMER	riboflavin biosynthesis protein RibF	x	-	-
1981	MG_145_MONOMER	riboflavin biosynthesis protein RibF	x	-	-
1982	MG_112_DIMER	ribulose-phosphate 3-epimerase	x	-	-
1983	MG_396_DIMER	ribose 5-phosphate isomerase B	x	-	-
1984	MG_009_MONOMER	deoxyribonuclease	x	-	-
1985	MG_009_MONOMER	deoxyribonuclease	x	-	-
1986	MG_009_MONOMER	deoxyribonuclease	x	-	-
1987	MG_009_MONOMER	deoxyribonuclease	x	-	-
1988	MG_034_DIMER	thymidine kinase	x	-	-
1989	MG_034_DIMER	thymidine kinase	x	-	-
1990	MG_372_DIMER	thiamine biosynthesis/tRNA modification protein ThiI	x	-	-
1991	MG_227_DIMER	thymidylate synthase	x	-	-
1992	MG_066_DIMER	transketolase	x	-	-
1993	MG_066_DIMER	transketolase	x	-	-
1994	MG_006_DIMER	thymidylate kinase	x	-	-
1995	MG_431_DIMER	triosephosphate isomerase	x	-	-
1996	MG_102_DIMER	thioredoxin-disulfide reductase	x	-	-
1997	MG_226_DIMER	amino acid transporter	x	-	-
1998	MG_226_DIMER	amino acid transporter	x	-	-
1999	MG_226_DIMER	amino acid transporter	x	-	-
2000	MG_225_DIMER	amino acid transporter	x	-	-
2001	MG_225_DIMER	amino acid transporter	x	-	-
2002	MG_225_DIMER	amino acid transporter	x	-	-
2003	MG_179_180_181_TETRAMER	metal ion (cobalt) ABC transporter	x	-	-
2004	MG_302_303_304_TETRAMER	metal ion (cobalt) ABC transporter	x	-	-
2005	MG_316_DIMER	DNA internalization-related competence protein ComEC/Rec2	x	-	-
2006	MG_316_DIMER	DNA internalization-related competence protein ComEC/Rec2	x	-	-
2007	MG_316_DIMER	DNA internalization-related competence protein ComEC/Rec2	x	-	-
2008	MG_316_DIMER	DNA internalization-related competence protein ComEC/Rec2	x	-	-
2009	MG_041_062_429_PENTAMER	PTS system, fructose-specific	x	-	-
2010	MG_186_187_188_189_PENTAMER	Oligosaccharide or polyol ABC transporter	x	-	-
2011	MG_186_187_188_189_PENTAMER	Oligosaccharide or polyol ABC transporter	x	-	-
2012	MG_041_069_429_PENTAMER	PTS system, glucose-specific	x	-	-
2013	MG_033_TETRAMER	glycerol uptake facilitator	x	-	-
2014	MG_014_015_DIMER	multidrug ABC transporter	x	-	-
2015	MG_071_MONOMER	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2016	MG_071_MONOMER	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2017	MG_071_MONOMER	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2018	MG_071_MONOMER	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2019	MG_071_MONOMER	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2020	MG_071_MONOMER	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2021	MG_071_MONOMER	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2022	MG_071_MONOMER	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2023	MG_322_323_TETRAMER	potassium uptake protein, TrkH family, putative	x	-	-
2024	MG_447_MONOMER	multidrug efflux pump	x	-	-
2025	MG_447_MONOMER	multidrug efflux pump	x	-	-
2026	MG_447_MONOMER	multidrug efflux pump	x	-	-
2027	MG_447_MONOMER	multidrug efflux pump	x	-	-
2028	MG_447_MONOMER	multidrug efflux pump	x	-	-
2029	MG_447_MONOMER	multidrug efflux pump	x	-	-
2030	MG_447_MONOMER	multidrug efflux pump	x	-	-
2031	MG_447_MONOMER	multidrug efflux pump	x	-	-
2032	MG_447_MONOMER	multidrug efflux pump	x	-	-
2033	MG_447_MONOMER	multidrug efflux pump	x	-	-
2034	MG_447_MONOMER	multidrug efflux pump	x	-	-
2035	MG_447_MONOMER	multidrug efflux pump	x	-	-
2036	MG_447_MONOMER	multidrug efflux pump	x	-	-
2037	MG_447_MONOMER	multidrug efflux pump	x	-	-
2038	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2039	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2040	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2041	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2042	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2043	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2044	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2045	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2046	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2047	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2048	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2049	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2050	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2051	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2052	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2053	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2054	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2055	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2056	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2057	MG_077_078_079_080_321_PENTAMER	oligopeptide ABC transporter	x	-	-
2058	MG_289_290_291_PENTAMER	phosphonate ABC transporter	x	-	-
2059	MG_410_411_412_PENTAMER	phosphate ABC transporter	x	-	-
2060	MG_040_119_120_121_PENTAMER	Monosaccharide (riboside/galactoside) ABC transporter	x	-	-
2061	MG_467_468_526_TETRAMER	salivaricin A ABC transporter	x	-	-
2062	MG_042_043_044_045_PENTAMER	spermidine/putrescine (polyamine) ABC transporter	x	-	-
2063	MG_042_043_044_045_PENTAMER	spermidine/putrescine (polyamine) ABC transporter	x	-	-
2064	MG_390_DIMER	toxin ABC transporter, ATP-binding/permease protein	x	-	-
2065	MG_322_323_TETRAMER	potassium uptake protein, TrkH family, putative	x	-	-
2066	MG_061_MONOMER	Mycoplasma MFS transporter	x	-	-
2067	MG_061_MONOMER	Mycoplasma MFS transporter	x	-	-
2068	MG_061_MONOMER	Mycoplasma MFS transporter	x	-	-
2069	MG_382_TETRAMER	uridine kinase	x	-	-
2070	MG_382_TETRAMER	uridine kinase	x	-	-
2071	MG_030_TRIMER	uracil phosphoribosyltransferase	x	-	-
2072	MG_265_DIMER	sugar phosphatase	x	-	-
2073	MG_265_DIMER	sugar phosphatase	x	-	-
2074	MG_265_DIMER	sugar phosphatase	x	-	-
2075	MG_265_DIMER	sugar phosphatase	x	-	-
2076	MG_265_DIMER	sugar phosphatase	x	-	-
2077	MG_265_DIMER	sugar phosphatase	x	-	-
2078	MG_265_DIMER	sugar phosphatase	x	-	-
2079	MG_265_DIMER	sugar phosphatase	x	-	-
